HINCP,RNTP,MRGP,NP,HHT_label,TEN_label,BLDG_AGE_dec
33000,1600,0,1,Nonfamily household: Male householder: Living alone,Rented,3
55900,1200,0,2,Nonfamily household: Male householder: Not living alone,Rented,8
55900,1200,0,2,Nonfamily household: Male householder: Not living alone,Rented,8
166400,0,460,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
166400,0,460,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
108000,1600,0,4,Married couple household,Rented,2
108000,1600,0,4,Married couple household,Rented,2
108000,1600,0,4,Married couple household,Rented,2
108000,1600,0,4,Married couple household,Rented,2
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
98000,0,980,7,Married couple household,Owned with mortgage or loan (include home equity loans),4
181500,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
181500,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
181500,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
181500,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
120000,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
120000,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
120000,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
120000,0,2200,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
170000,0,2400,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
170000,0,2400,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
170000,0,2400,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
175000,0,2300,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),0
78000,0,900,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
60000,0,900,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
99000,0,1400,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
99000,0,1400,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
99000,0,1400,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
99000,0,1400,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
114500,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
114500,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
114500,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
253700,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
253700,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
253700,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
253700,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
473000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
473000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
55000,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
55000,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
88300,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
88300,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
213010,0,590,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
213010,0,590,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
100000,0,700,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),3
100000,0,700,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),3
172000,900,0,3,Married couple household,Rented,3
172000,900,0,3,Married couple household,Rented,3
172000,900,0,3,Married couple household,Rented,3
90000,1500,0,1,Nonfamily household: Female householder: Living alone,Rented,0
153000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
153000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
153000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
94300,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,3
94300,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,3
291000,0,2300,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
291000,0,2300,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
291000,0,2300,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
291000,0,2300,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
291000,0,2300,5,Married couple household,Owned with mortgage or loan (include home equity loans),6
35000,800,0,4,"Other family household: Male householder, no spouse present",Rented,4
35000,800,0,4,"Other family household: Male householder, no spouse present",Rented,4
35000,800,0,4,"Other family household: Male householder, no spouse present",Rented,4
35000,800,0,4,"Other family household: Male householder, no spouse present",Rented,4
66000,940,0,2,Nonfamily household: Female householder: Not living alone,Rented,4
66000,940,0,2,Nonfamily household: Female householder: Not living alone,Rented,4
20000,0,1500,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
488900,0,2800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
488900,0,2800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
488900,0,2800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
488900,0,2800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
46000,950,0,1,Nonfamily household: Female householder: Living alone,Rented,3
18000,1400,0,1,Nonfamily household: Male householder: Living alone,Rented,4
135320,1800,0,2,Married couple household,Rented,7
135320,1800,0,2,Married couple household,Rented,7
180000,2300,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
180000,2300,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
127000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
127000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
127000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
127000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
121000,700,0,4,Married couple household,Rented,4
121000,700,0,4,Married couple household,Rented,4
121000,700,0,4,Married couple household,Rented,4
121000,700,0,4,Married couple household,Rented,4
22000,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,5
22000,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,5
190000,2100,0,2,Married couple household,Rented,0
190000,2100,0,2,Married couple household,Rented,0
46100,1100,0,7,Married couple household,Rented,3
46100,1100,0,7,Married couple household,Rented,3
46100,1100,0,7,Married couple household,Rented,3
46100,1100,0,7,Married couple household,Rented,3
46100,1100,0,7,Married couple household,Rented,3
46100,1100,0,7,Married couple household,Rented,3
46100,1100,0,7,Married couple household,Rented,3
25600,780,0,7,Married couple household,Rented,4
25600,780,0,7,Married couple household,Rented,4
25600,780,0,7,Married couple household,Rented,4
25600,780,0,7,Married couple household,Rented,4
25600,780,0,7,Married couple household,Rented,4
25600,780,0,7,Married couple household,Rented,4
25600,780,0,7,Married couple household,Rented,4
275000,0,2500,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
275000,0,2500,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
160000,1600,0,3,Married couple household,Rented,1
160000,1600,0,3,Married couple household,Rented,1
160000,1600,0,3,Married couple household,Rented,1
60000,1100,0,1,Nonfamily household: Male householder: Living alone,Rented,4
80000,0,1300,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
80000,0,1300,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
27500,900,0,1,Nonfamily household: Male householder: Living alone,Rented,6
594000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
594000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
594000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
594000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),0
100000,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
100000,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
100000,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
65010,800,0,1,Nonfamily household: Male householder: Living alone,Rented,3
90000,1300,0,2,Married couple household,Rented,6
90000,1300,0,2,Married couple household,Rented,6
50000,0,560,6,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,560,6,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,560,6,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,560,6,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,560,6,Married couple household,Owned with mortgage or loan (include home equity loans),2
50000,0,560,6,Married couple household,Owned with mortgage or loan (include home equity loans),2
21500,0,360,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
21500,0,360,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
598000,0,5100,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
598000,0,5100,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
598000,0,5100,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
40000,980,0,1,Nonfamily household: Female householder: Living alone,Rented,2
95000,0,1100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
28000,480,0,1,Nonfamily household: Female householder: Living alone,Rented,3
45000,850,0,2,"Other family household: Female householder, no spouse present",Rented,3
45000,850,0,2,"Other family household: Female householder, no spouse present",Rented,3
135000,0,3400,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
135000,0,3400,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
106000,1600,0,5,Married couple household,Rented,3
106000,1600,0,5,Married couple household,Rented,3
106000,1600,0,5,Married couple household,Rented,3
106000,1600,0,5,Married couple household,Rented,3
106000,1600,0,5,Married couple household,Rented,3
60000,0,1100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),0
68000,1500,0,1,Nonfamily household: Female householder: Living alone,Rented,3
115000,0,1700,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
17000,1300,0,1,Nonfamily household: Male householder: Living alone,Rented,2
80500,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
80500,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
106300,2200,0,4,Nonfamily household: Male householder: Not living alone,Rented,3
106300,2200,0,4,Nonfamily household: Male householder: Not living alone,Rented,3
106300,2200,0,4,Nonfamily household: Male householder: Not living alone,Rented,3
106300,2200,0,4,Nonfamily household: Male householder: Not living alone,Rented,3
87000,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
87000,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,2
115700,0,910,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
115700,0,910,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
34600,3000,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
34600,3000,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
34600,3000,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
28000,690,0,1,Nonfamily household: Male householder: Living alone,Rented,2
41000,240,0,1,Nonfamily household: Male householder: Living alone,Rented,4
110000,0,1900,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
80000,1200,0,1,Nonfamily household: Male householder: Living alone,Rented,3
140000,0,3500,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
140000,0,3500,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
93000,0,620,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
93000,0,620,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
93000,0,620,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
93000,0,620,4,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
113200,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
113200,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
113200,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
55850,820,0,1,Nonfamily household: Female householder: Living alone,Rented,1
23600,890,0,1,Nonfamily household: Female householder: Living alone,Rented,4
40100,1900,0,2,Married couple household,Rented,1
40100,1900,0,2,Married couple household,Rented,1
27080,2100,0,2,Nonfamily household: Male householder: Not living alone,Rented,2
27080,2100,0,2,Nonfamily household: Male householder: Not living alone,Rented,2
69600,800,0,2,Married couple household,Rented,2
69600,800,0,2,Married couple household,Rented,2
117000,0,1900,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
648000,0,3200,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
648000,0,3200,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
54000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,8
85000,1100,0,2,"Other family household: Female householder, no spouse present",Rented,0
85000,1100,0,2,"Other family household: Female householder, no spouse present",Rented,0
205000,0,1500,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
205000,0,1500,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
90000,1300,0,2,"Other family household: Female householder, no spouse present",Rented,2
90000,1300,0,2,"Other family household: Female householder, no spouse present",Rented,2
32300,620,0,1,Nonfamily household: Male householder: Living alone,Rented,4
205000,0,2300,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
205000,0,2300,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
205000,0,2300,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
100000,1500,0,1,Nonfamily household: Male householder: Living alone,Rented,0
89000,1000,0,3,Married couple household,Rented,1
89000,1000,0,3,Married couple household,Rented,1
89000,1000,0,3,Married couple household,Rented,1
98600,0,530,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
98600,0,530,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
98600,0,530,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
24200,900,0,1,Nonfamily household: Male householder: Living alone,Rented,4
100500,1800,0,3,Married couple household,Rented,3
100500,1800,0,3,Married couple household,Rented,3
100500,1800,0,3,Married couple household,Rented,3
180400,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
180400,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
180400,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
180400,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
180400,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
75000,1100,0,1,Nonfamily household: Female householder: Living alone,Rented,3
42600,1300,0,4,Married couple household,Rented,3
42600,1300,0,4,Married couple household,Rented,3
42600,1300,0,4,Married couple household,Rented,3
42600,1300,0,4,Married couple household,Rented,3
28300,970,0,1,Nonfamily household: Female householder: Living alone,Rented,5
103400,0,600,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
103400,0,600,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
103400,0,600,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
56000,890,0,1,Nonfamily household: Female householder: Living alone,Rented,4
173900,0,1400,5,Married couple household,Owned with mortgage or loan (include home equity loans),5
173900,0,1400,5,Married couple household,Owned with mortgage or loan (include home equity loans),5
173900,0,1400,5,Married couple household,Owned with mortgage or loan (include home equity loans),5
173900,0,1400,5,Married couple household,Owned with mortgage or loan (include home equity loans),5
173900,0,1400,5,Married couple household,Owned with mortgage or loan (include home equity loans),5
58000,1200,0,1,Nonfamily household: Female householder: Living alone,Rented,4
155000,0,1900,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
155000,0,1900,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
155000,0,1900,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
83000,0,920,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),2
25000,1200,0,1,Nonfamily household: Male householder: Living alone,Rented,0
135000,1800,0,1,Nonfamily household: Male householder: Living alone,Rented,4
88100,0,1100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
62050,0,1300,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),1
132000,0,600,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
132000,0,600,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
135000,1500,0,1,Nonfamily household: Female householder: Living alone,Rented,0
62800,1500,0,4,"Other family household: Female householder, no spouse present",Rented,2
62800,1500,0,4,"Other family household: Female householder, no spouse present",Rented,2
62800,1500,0,4,"Other family household: Female householder, no spouse present",Rented,2
62800,1500,0,4,"Other family household: Female householder, no spouse present",Rented,2
107700,800,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
107700,800,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
259200,0,2700,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
259200,0,2700,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
259200,0,2700,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
178000,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
178000,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
178000,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
57000,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,1
57000,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,1
155000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,0
155000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,0
165000,0,1200,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
165000,0,1200,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
28770,0,350,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
28770,0,350,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
188000,0,1800,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),7
188000,0,1800,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),7
256000,0,3100,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
256000,0,3100,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
256000,0,3100,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
377000,0,2100,2,Married couple household,Owned with mortgage or loan (include home equity loans),8
377000,0,2100,2,Married couple household,Owned with mortgage or loan (include home equity loans),8
126200,0,2000,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),2
126200,0,2000,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),2
248100,0,3300,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
248100,0,3300,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
132000,1700,0,2,Married couple household,Rented,5
132000,1700,0,2,Married couple household,Rented,5
60050,1000,0,1,Nonfamily household: Male householder: Living alone,Rented,5
110000,0,1500,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),5
110000,0,1500,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),5
174000,1300,0,2,Married couple household,Rented,0
174000,1300,0,2,Married couple household,Rented,0
33700,1000,0,3,Married couple household,Rented,0
33700,1000,0,3,Married couple household,Rented,0
33700,1000,0,3,Married couple household,Rented,0
15000,1000,0,1,Nonfamily household: Male householder: Living alone,Rented,0
20000,1100,0,1,Nonfamily household: Male householder: Living alone,Rented,1
37100,1300,0,3,"Other family household: Female householder, no spouse present",Rented,0
37100,1300,0,3,"Other family household: Female householder, no spouse present",Rented,0
37100,1300,0,3,"Other family household: Female householder, no spouse present",Rented,0
76000,1000,0,1,Nonfamily household: Male householder: Living alone,Rented,1
187000,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
187000,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
187000,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
187000,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
308000,0,510,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
308000,0,510,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
308000,0,510,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
308000,0,510,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
19600,2100,0,2,"Other family household: Female householder, no spouse present",Rented,3
19600,2100,0,2,"Other family household: Female householder, no spouse present",Rented,3
47000,1000,0,2,"Other family household: Female householder, no spouse present",Rented,4
47000,1000,0,2,"Other family household: Female householder, no spouse present",Rented,4
1056000,0,5100,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
1056000,0,5100,2,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),0
27000,880,0,4,Married couple household,Rented,4
27000,880,0,4,Married couple household,Rented,4
27000,880,0,4,Married couple household,Rented,4
27000,880,0,4,Married couple household,Rented,4
35000,980,0,1,Nonfamily household: Female householder: Living alone,Rented,2
68000,930,0,1,Nonfamily household: Female householder: Living alone,Rented,3
135000,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
135000,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
135000,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
102000,0,1100,7,Married couple household,Owned with mortgage or loan (include home equity loans),3
38600,0,1100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
38600,0,1100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
38600,0,1100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
38600,0,1100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
130000,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
130000,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
130000,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
79300,700,0,5,"Other family household: Female householder, no spouse present",Rented,4
79300,700,0,5,"Other family household: Female householder, no spouse present",Rented,4
79300,700,0,5,"Other family household: Female householder, no spouse present",Rented,4
79300,700,0,5,"Other family household: Female householder, no spouse present",Rented,4
79300,700,0,5,"Other family household: Female householder, no spouse present",Rented,4
36000,2200,0,5,Married couple household,Rented,1
36000,2200,0,5,Married couple household,Rented,1
36000,2200,0,5,Married couple household,Rented,1
36000,2200,0,5,Married couple household,Rented,1
36000,2200,0,5,Married couple household,Rented,1
214940,0,2200,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
214940,0,2200,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
84700,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
84700,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
84700,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
84700,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
70000,1700,0,3,Nonfamily household: Female householder: Not living alone,Rented,1
70000,1700,0,3,Nonfamily household: Female householder: Not living alone,Rented,1
70000,1700,0,3,Nonfamily household: Female householder: Not living alone,Rented,1
137500,0,3000,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),2
137500,0,3000,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),2
197800,0,1700,6,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
197800,0,1700,6,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
197800,0,1700,6,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
197800,0,1700,6,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
197800,0,1700,6,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
197800,0,1700,6,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
100600,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
100600,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
100600,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
180600,0,680,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
180600,0,680,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
24000,0,2900,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
24000,0,2900,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
145000,0,1600,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
145000,0,1600,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
33600,1300,0,2,Married couple household,Rented,2
33600,1300,0,2,Married couple household,Rented,2
117000,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
117000,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
117000,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
117000,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
117000,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
98200,0,850,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
98200,0,850,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
98900,0,1000,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
98900,0,1000,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
80000,1600,0,2,Married couple household,Rented,2
80000,1600,0,2,Married couple household,Rented,2
160000,2000,0,2,Married couple household,Rented,6
160000,2000,0,2,Married couple household,Rented,6
51000,950,0,1,Nonfamily household: Female householder: Living alone,Rented,3
16800,680,0,7,Married couple household,Rented,8
16800,680,0,7,Married couple household,Rented,8
16800,680,0,7,Married couple household,Rented,8
16800,680,0,7,Married couple household,Rented,8
16800,680,0,7,Married couple household,Rented,8
16800,680,0,7,Married couple household,Rented,8
16800,680,0,7,Married couple household,Rented,8
196500,0,1600,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
196500,0,1600,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
196500,0,1600,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
196500,0,1600,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
132500,940,0,3,Married couple household,Rented,2
132500,940,0,3,Married couple household,Rented,2
132500,940,0,3,Married couple household,Rented,2
31400,0,1200,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
40000,1100,0,1,Nonfamily household: Male householder: Living alone,Rented,1
166000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
166000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
166000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
166000,0,900,4,Married couple household,Owned with mortgage or loan (include home equity loans),3
86000,1100,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
86000,1100,0,2,Nonfamily household: Female householder: Not living alone,Rented,0
250000,0,3200,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),7
24000,840,0,1,Nonfamily household: Male householder: Living alone,Rented,2
